"names","Formula","aicc","k","logL","delta.aic"
"model1787","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + maori + privNumb + maoriNumb","744.425512323287","13","-357.912756161644","8.88782666383224"
"model1502","Surv(Erad_Time, Event) ~ area + Buffer + public + private + maori + maoriNumb + public:maori","744.431976776442","11","-360.286410923432","8.89429111698746"
"model1391","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + maori + maoriNumb","744.486595379995","10","-361.474066920767","8.94890972054031"
"model2189","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + private + maori + maoriNumb","744.516999490666","12","-359.15211676661","8.97931383121124"
"model228","Surv(Erad_Time, Event) ~ dist + area + Buffer + maoriNumb","744.557441502568","8","-363.782169027146","9.0197558431131"
"model879","Surv(Erad_Time, Event) ~ area + Buffer + maori + privNumb + maoriNumb + area:privNumb","744.598637026382","14","-356.788527146284","9.06095136692682"
"model2200","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + maori + privNumb + maoriNumb + public:maori","744.657826412332","15","-355.589782771383","9.12014075287686"
"model1969","Surv(Erad_Time, Event) ~ area + SS + Buffer + private + maori + privNumb + maoriNumb + private:maori","744.659210226261","14","-356.818813746224","9.12152456680587"
"model2306","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + privNumb + maoriNumb + public:private","744.690061429886","15","-355.605900280161","9.1523757704316"
"model877","Surv(Erad_Time, Event) ~ area + Buffer + private + privNumb + maoriNumb + area:privNumb","744.742437603059","14","-356.860427434623","9.20475194360449"
"model1084","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + privNumb + maoriNumb + area:privNumb","744.746414258912","15","-355.634076694673","9.208728599457"
"model377","Surv(Erad_Time, Event) ~ area + Buffer + maori + maoriNumb","744.781088794041","8","-363.893992672883","9.24340313458652"
"model1672","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + privNumb + maoriNumb + area:privNumb","744.786543273454","16","-354.407870176873","9.24885761399889"
"model2395","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + private:maori","744.790588515968","17","-353.145294257984","9.25290285651363"
"model2393","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + public:private","744.819011072651","17","-353.159505536326","9.28132541319621"
"model598","Surv(Erad_Time, Event) ~ dist + area + Buffer + privNumb + maoriNumb + area:privNumb","744.820521441899","14","-356.899469354043","9.28283578244441"
"model1507","Surv(Erad_Time, Event) ~ area + Buffer + public + private + privNumb + maoriNumb + public:private","744.880964298591","13","-358.140482149296","9.34327863913643"
"model2197","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + private + privNumb + maoriNumb + area:privNumb + public:private","744.907751133106","18","-351.92054223322","9.37006547365115"
"model2204","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + private + maori + privNumb + maoriNumb + private:maori","744.954676244711","15","-355.738207687573","9.41699058525569"
"model362","Surv(Erad_Time, Event) ~ area + Buffer + landing + maoriNumb","744.959837071472","8","-363.983366811598","9.422151412017"
"model2307","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + privNumb + maoriNumb + public:maori","745.023704530746","15","-355.77272183059","9.48601887129109"
"model1561","Surv(Erad_Time, Event) ~ SS + Buffer + landing + public + private + maoriNumb","745.024940982423","10","-361.743239721981","9.48725532296817"
"model2138","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + private + maori + privNumb + maoriNumb","745.025057065858","14","-357.001737166022","9.48737140640299"
"model1402","Surv(Erad_Time, Event) ~ area + SS + Buffer + private + privNumb + maoriNumb + area:privNumb","745.074725033848","15","-355.798232082142","9.53703937439343"
"model1779","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + private + maori + maoriNumb + public:private","745.08775405315","12","-359.437494047851","9.55006839369469"
"model1404","Surv(Erad_Time, Event) ~ area + SS + Buffer + maori + privNumb + maoriNumb + area:privNumb","745.105024474312","15","-355.813381802373","9.56733881485729"
"model2397","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private","745.114789241075","20","-349.399499883696","9.57710358162058"
"model2367","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb","745.116202586158","18","-352.024767959746","9.57851692670351"
"model2388","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:maori","745.121309342745","19","-350.72483377585","9.58362368329006"
"model2190","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + private + maori + maoriNumb + public:private","745.147440517425","13","-358.273720258713","9.6097548579703"
"model1664","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + private + maoriNumb + public:private","745.150230582242","12","-359.468732312398","9.61254492278704"
"model942","Surv(Erad_Time, Event) ~ SS + Buffer + landing + private + maori","745.165870181789","7","-365.199373447059","9.62818452233398"
"model2283","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","745.178783417083","18","-352.056058375208","9.64109775762802"
"model1166","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + privNumb + maoriNumb + area:privNumb","745.17965370939","15","-355.850696419912","9.6419680499348"
"model2387","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:private","745.182647844786","19","-350.755503026871","9.64496218533122"
"model1067","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + maoriNumb","745.203608897485","10","-361.832573679512","9.66592323803059"
"model1510","Surv(Erad_Time, Event) ~ area + Buffer + public + maori + privNumb + maoriNumb + area:privNumb","745.224245884073","15","-355.872992507254","9.68656022461812"
"model1506","Surv(Erad_Time, Event) ~ area + Buffer + public + private + privNumb + maoriNumb + area:privNumb","745.238956496253","15","-355.880347813344","9.70127083679847"
"model2308","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + privNumb + maoriNumb + private:maori","745.312538396018","15","-355.917138763226","9.77485273656305"
"model1670","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + maori + maoriNumb + public:maori","745.35770141587","12","-359.572467729212","9.82001575641516"
"model110","Surv(Erad_Time, Event) ~ area + Buffer + public","745.369058063209","5","-367.481826328902","9.83137240375459"
"model2389","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","745.37896875492","19","-350.853663481938","9.84128309546531"
"model1567","Surv(Erad_Time, Event) ~ SS + Buffer + landing + public + privNumb + maoriNumb","745.390424779604","12","-359.588829411079","9.85273912014907"
"model2399","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","745.422151774669","20","-349.553181150492","9.88446611521385"
"model2191","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + private + maori + maoriNumb + public:maori","745.443254363825","13","-358.421627181912","9.90556870437001"
"model1960","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + private + privNumb + maoriNumb + area:privNumb","745.443639589946","16","-354.736418335119","9.90595393049102"
"model2201","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + public + maori + privNumb + maoriNumb + area:privNumb + public:maori","745.512339367451","18","-352.222836350392","9.97465370799591"
"model2331","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + public + private + maori + maoriNumb + public:maori","745.512818737093","14","-357.24561800164","9.97513307763847"
"model2020","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + maoriNumb + public:maori","745.5260599176","12","-359.656646980077","9.98837425814497"
"model2132","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + private + privNumb + maoriNumb + public:private","745.547544364255","15","-356.034641747345","10.0098587048001"
"model2203","Surv(Erad_Time, Event) ~ dist + area + Buffer + landing + private + maori + privNumb + maoriNumb + area:privNumb","745.555303155462","17","-353.527651577731","10.0176174960072"
"model1964","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + maori + privNumb + maoriNumb + area:privNumb","745.568123387211","16","-354.798660233752","10.0304377277564"
"model1237","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + public + privNumb","745.59705998843","10","-362.029299224984","10.0593743289753"
"model2034","Surv(Erad_Time, Event) ~ area + Buffer + landing + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","745.668305022821","17","-353.584152511411","10.1306193633665"
"model1242","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + private + maoriNumb","745.699321926314","10","-362.080430193926","10.1616362668595"
"model1163","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + maori + maoriNumb","745.712521098377","10","-362.087029779958","10.1748354389226"
"model1239","Surv(Erad_Time, Event) ~ dist + SS + Buffer + landing + private + maori","745.712748347475","8","-364.359822449599","10.1750626880198"
"model2398","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:maori","745.720263663128","20","-349.702237094722","10.1825780036734"
"model940","Surv(Erad_Time, Event) ~ SS + Buffer + landing + public + privNumb","745.730385532409","9","-363.240192766204","10.1926998729538"
"model2125","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + private + maori + maoriNumb","745.736521150313","12","-359.761877596433","10.1988354908584"
"model1562","Surv(Erad_Time, Event) ~ SS + Buffer + landing + public + private + maoriNumb + public:private","745.751197806403","11","-360.946021438413","10.2135121469482"
"model1476","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + maori + maoriNumb","745.784426789489","10","-362.122982625513","10.2467411300337"
"model1373","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + maori + maoriNumb","745.784601829395","10","-362.123070145467","10.2469161699404"
"model1571","Surv(Erad_Time, Event) ~ SS + Buffer + landing + private + maori + maoriNumb + private:maori","745.84055357065","11","-360.990699320536","10.3028679111952"
"model2384","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + public + private + maori + privNumb + maoriNumb + public:maori","745.84093262082","16","-354.935064850556","10.3032469613652"
"model1392","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + maori + maoriNumb + public:maori","745.964300541359","11","-361.052572805891","10.4266148819039"
"model1644","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + private + maori","745.971509786407","9","-363.360754893203","10.433824126952"
"model2039","Surv(Erad_Time, Event) ~ area + Buffer + public + private + maori + privNumb + maoriNumb + private:maori","746.041971320202","14","-357.510194293194","10.504285660747"
"model2288","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + private + maori + privNumb + maoriNumb + private:maori","746.058140280503","15","-356.289939705469","10.5204546210481"
"model1789","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + maori + privNumb + maoriNumb + public:maori","746.060310594782","14","-357.519363930485","10.5226249353276"
"model2311","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + public:maori","746.067489629963","18","-352.500411481648","10.5298039705082"
"model1931","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + public + maori + maoriNumb + public:maori","746.073584866607","12","-359.93040945458","10.5358992071522"
"model1924","Surv(Erad_Time, Event) ~ area + SS + Buffer + landing + public + private + maoriNumb","746.110383251175","11","-361.125614160799","10.5726975917203"
"model1956","Surv(Erad_Time, Event) ~ area + SS + Buffer + public + private + maori + maoriNumb + public:maori","746.127339120796","12","-359.957286581675","10.5896534613415"
"model2345","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + landing + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","746.191971796722","19","-351.260165002839","10.6542861372673"
"model2312","Surv(Erad_Time, Event) ~ area + Buffer + landing + public + private + maori + privNumb + maoriNumb + area:privNumb + private:maori","746.208650888529","18","-352.570992110931","10.6709652290739"
"model2136","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + maori + privNumb + maoriNumb + public:maori","746.210439277906","15","-356.36608920417","10.6727536184512"
"model1785","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + private + privNumb + maoriNumb + public:private","746.225122304013","14","-357.6017697851","10.6874366445578"
"model2346","Surv(Erad_Time, Event) ~ dist + area + SS + Buffer + public + private + maori + privNumb + maoriNumb","746.239002499161","15","-356.380370814798","10.7013168397058"
"model2206","Surv(Erad_Time, Event) ~ dist + area + Buffer + public + private + maori + privNumb + maoriNumb","746.245325951455","14","-357.611871608821","10.7076402919998"
